stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,44.95,0,0,0,0,12.26,286.05,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,0,0,7.49,8.56,4.28,0,0,0,0,0,0,0,0,0,2.14,5.35,1.07,14.98,0,0,0,0,62.05,46,0,0,0,7.49,0,2.14,6.42,4.28,5.35,1.07,0,0,0
21Day,10.71,0,0,10.71,0,2.68,0,0,0,0,0,0,1.34,0,0,1.34,1.34,1.34,10.71,0,0,4.02,0,22.76,18.74,0,0,0,6.69,1.34,16.06,1.34,2.68,8.03,1.34,0,0,0
3Month,1.6,1.6,0.64,41.27,0.64,0,1.28,0.32,0.32,2.56,6.4,26.24,7.04,0.32,13.76,3.52,8.64,6.4,7.36,2.24,0,2.88,2.88,18.24,0.32,4.16,1.92,0,0,5.44,1115.02,1.6,0.32,0,0.64,4.16,92.15,4.16
22Month,0,0.55,0.55,10.93,1.09,0,0,0,0,1.09,0.55,10.39,0.55,0,2.73,0,0.55,0.55,1.09,1.09,1.09,0,0,4.37,1.09,3.83,0,6.01,0,1.09,280.43,2.19,7.11,0,0,0,0.55,0
