stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,32.69,0,237.01,4.09,8.17,0,12.26,0,0,8.17,0,0,0,0,0,12.26,93.99,290.13,171.63,0,4.09,0,0,110.33,1074.72,0,0,0,20.43,0,0,0,0,0,20.43,0,0,0
72hpf,37.44,43.86,0,114.47,43.86,32.09,0,7.49,0,0,12.84,0,1.07,0,25.67,0,59.91,171.17,162.61,174.38,0,17.12,5.35,1.07,157.26,300.61,7.49,2.14,0,121.96,7.49,0,39.58,1.07,0,9.63,0,0,2.14
21Day,50.86,13.39,2.68,362.74,9.37,115.11,0,107.08,0,0,28.11,0,8.03,37.48,361.4,12.05,20.08,187.39,396.21,195.43,1.34,0,28.11,0,69.6,129.84,4.02,2.68,0,60.23,33.46,5.35,13.39,4.02,12.05,5.35,6.69,0,238.26
3Month,0,8.64,3.2,140.78,0,0,4.16,4.8,0.64,21.76,84.15,0.32,28.48,234.84,22.72,30.4,12.48,28.48,199.33,29.12,6.4,0.32,17.6,5.76,3.52,0.32,7.36,0.64,0,1.28,4.8,77.75,0,0.32,0,0,21.12,25.28,240.6
22Month,0,25.69,5.47,103.86,0.55,0,7.11,9.29,0,22.41,437.32,23.51,223.58,154.16,59.04,57.95,2.19,17.49,346.03,47.56,2.19,10.93,27.88,0,8.75,1.64,6.56,1.64,2.73,0,3.28,23.51,4.37,1.09,0,0,1.09,0,135.02
