stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,16.35,16.35,0,0,0,0,12.26,159.37,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,11.77,0,14.98,0,0,0,0,0,0,0,0,0,0,0,0,8.56,81.3,3.21,8.56,0,0,0,1.07,27.81,50.28,0,0,0,7.49,0,0,4.28,0,1.07,0,0,0
21Day,1.34,4.02,4.02,70.94,0,8.03,0,0,0,0,2.68,0,1.34,1.34,2.68,0,8.03,48.19,10.71,13.39,0,0,8.03,0,8.03,17.4,0,5.35,0,2.68,1.34,0,4.02,1.34,0,1.34,0,4.02
3Month,0.64,13.76,4.16,91.83,0.96,0,0.64,1.6,0.64,10.24,59.83,0,11.84,21.76,0.64,7.36,8.96,21.44,23.04,7.68,2.24,0.32,3.52,3.84,1.92,0.64,1.92,0.96,0,7.36,1.6,8,1.28,0,0.32,7.36,1.92,16.96
22Month,0,26.79,1.64,33.35,0.55,0,0.55,0,0.55,6.56,44.28,81.45,45.92,7.11,1.09,13.67,2.19,5.47,21.87,12.57,0.55,1.09,1.09,0.55,1.09,0.55,1.09,2.19,0.55,7.11,0.55,1.64,2.73,0,1.09,3.28,0,9.84
