stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,16.35,0,16.35,4.09,0,0,0,0,8.17,0,4.09,0,0,0,0,0,4.09,12.26,20.43,0,0,0,0,8.17,371.86,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,5.35,1.07,2.14,0,1.07,0,0,0,1.07,0,0,1.07,0,2.14,5.35,0,19.26,0,1.07,3.21,0,68.47,53.49,0,1.07,12.84,0,0,4.28,0,0,0,0,0
21Day,9.37,0,0,18.74,1.34,20.08,0,5.35,0,2.68,0,0,0,0,5.35,2.68,2.68,4.02,4.02,32.12,0,0,2.68,0,41.49,17.4,1.34,1.34,10.71,4.02,0,2.68,0,0,0,0,2.68
3Month,0,0.96,0.96,11.52,0.32,0,0,0.64,2.88,2.56,0,0,11.52,2.24,0.64,3.84,1.28,2.88,3.2,7.68,0,0,0.64,0.96,0.96,0.32,0.96,0.64,0.32,1.28,31.67,0,0,0,1.28,13.44,4.48
22Month,0,1.09,0,6.56,0,0,1.09,0.55,2.73,2.19,3.83,0,45.37,1.64,3.83,6.01,0.55,1.64,2.73,6.56,0.55,1.64,1.09,0,1.09,0,0,1.09,0.55,0.55,3.28,0.55,1.09,0.55,0,0,3.83
