stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,83.44,1.07,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0,0,181.86,5.35,2.14,0,0,2.14,0,1.07,1.07,1.07,0,0,0,0,0
21Day,2.68,1.34,0,16.06,105.74,24.09,0,4.02,0,0,0,1.34,0,1.34,4.02,0,22.76,1.34,14.72,0,0,1.34,1.34,492.58,6.69,8.03,5.35,0,6.69,14.72,18.74,6.69,6.69,8.03,4.02,0,0,2.68
3Month,7.36,0.64,2.56,113.58,43.19,0,0,0.96,5.12,5.44,0,75.19,16,0.96,17.6,7.68,12.16,12.8,8.96,3.84,0,2.88,4.16,86.07,0.32,24.64,0.32,0,0.96,4.16,52.79,1.28,0,0,3.2,2.24,53.75,6.72
22Month,1.09,3.28,3.83,57.95,8.75,0,1.64,3.28,2.19,17.49,4.37,283.71,6.01,0.55,18.04,2.73,4.37,14.21,10.93,1.09,3.83,4.37,0,88.01,1.09,15.85,2.73,1.09,0,0,95.66,13.12,2.73,0,0,0,1.64,3.28
