stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,69.47,57.21,0,0,0,0,0,0,0,0,0,0,0
72hpf,57.77,8.56,0,24.61,5.35,50.28,0,0,0,1.07,0,0,0,1.07,0,10.7,99.49,10.7,51.35,0,3.21,3.21,0,7210.39,189.35,7.49,28.88,79.16,1.07,0,50.28,3.21,3.21,4.28,0,0
21Day,18.74,2.68,6.69,45.51,1.34,32.12,10.71,0,1.34,0,0,5.35,0,6.69,5.35,8.03,29.45,6.69,72.28,1.34,0,4.02,0,1936.86,52.2,6.69,29.45,13.39,49.53,1.34,28.11,10.71,17.4,2.68,0,0
3Month,0,0.96,0,5.44,0,0,0,0.32,0.96,0.96,0,6.72,0.96,0,3.2,0.64,2.24,0.64,76.15,0.64,0,0,0.96,28.8,2.56,3.84,2.56,0,0.32,8.32,0.96,0.64,0,0.32,1.28,1.6
22Month,0.55,0,0,4.92,0,0,0.55,0.55,0.55,1.64,0.55,28.43,1.09,1.09,2.19,0.55,1.64,2.19,17.49,0.55,1.09,1.09,0,19.68,1.09,6.56,4.37,0,1.64,9.84,1.09,0,0,0,0,0.55
