stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,16.35,0,102.16,8.17,0,0,0,0,0,4.09,0,0,0,0,8.17,32.69,40.86,106.25,0,0,0,65.38,1618.22,4.09,0,28.6,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,2.14,0,0,0,0,0,0,0,0,1.07,1.07,6.42,0,9.63,0,0,0,27.81,33.16,0,1.07,3.21,0,1.07,1.07,0,1.07,0,0,0
21Day,5.35,1.34,1.34,6.69,0,16.06,8.03,0,0,0,0,0,0,9.37,0,0,0,0,6.69,0,0,0,8.03,38.82,0,1.34,4.02,0,0,0,1.34,0,0,0,0
3Month,0,0.32,0,2.24,0,0,0.32,1.28,3.2,0,0,18.56,2.56,0,2.56,0.64,0.64,0.64,0.96,0,1.28,1.28,0,0.64,0.96,0.64,0,0.64,2.88,0,0,0,0.32,0.64,0.96
22Month,0,3.28,0,4.92,0,0,0,1.64,3.83,0.55,0,33.89,1.64,1.64,8.2,0.55,1.64,2.73,1.09,2.73,1.09,0.55,0,0,0,0.55,0,0,0.55,0,0,0,0,0,2.19
