stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,65.38,16.35,0,0,0,0,0,0,4.09,0,0,0,0,4.09,61.3,0,306.48,0,0,4.09,0,16.35,1336.25,0,0,0,57.21,0,0,0,0,0,0,0
72hpf,57.77,1.07,0,53.49,67.4,12.84,0,0,0,1.07,0,0,1.07,0,0,0,5.35,21.4,4.28,419.36,0,0,16.05,0,90.93,240.7,0,0,0,404.38,3.21,1.07,17.12,3.21,0,0,0
21Day,26.77,0,0,50.86,9.37,2.68,0,1.34,0,0,0,0,1.34,0,5.35,8.03,1.34,13.39,0,531.4,0,0,88.34,0,25.43,57.56,0,0,0,80.31,16.06,1.34,4.02,4.02,0,0,6.69
3Month,0.96,8.96,0.32,160.93,9.6,0,1.92,0,2.88,15.36,0,0,15.04,4.8,0.32,9.6,2.88,7.04,5.12,459.45,12.8,0,30.08,1.6,0.32,6.72,1.28,0.64,0,17.6,4.16,47.35,1.92,2.24,5.44,45.11,3.52
22Month,0,8.75,0.55,104.41,1.64,0,6.01,0,0.55,10.39,3.83,0,45.92,3.83,0,4.92,0.55,2.73,3.83,414.91,2.73,1.64,24.6,0,2.19,1.09,1.09,0.55,1.09,8.75,1.09,55.21,2.73,0.55,0.55,0,0
