stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,19.26,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,4.02,0,20.08,10.71,5.35,0,5.35,0,0,1.34,0,2.68,224.87,1.34,2.68,1.34,6.69,0,0,0,0,9.37,4.02,16.06,1.34,0,8.03,0,1.34,0,0,1.34
3Month,0,0.96,8,28.16,0,0.32,41.91,1.92,0,11.2,4.48,0.32,461.37,1.6,3.2,2.88,3.2,0,0,1.92,0.96,0,0,6.72,0.32,0,1.6,1.28,0,0.96,1.28,1.6
22Month,0,1.64,14.21,13.67,0,0.55,28.97,2.19,2.19,31.16,1.09,0.55,484.34,0.55,0,2.73,2.19,1.09,2.19,0.55,0.55,0.55,0,13.12,1.64,0.55,0,0.55,0.55,0,0,1.09
