stage,Goblet_cell,Granulocyte,Hepatocyte,Intestinal_bulb_cell,Macrophage,Neural_cell,Neural_progenitor_cell,Osteoblast,Retinal_pigment_epithelial_cell,Spermatocyte
24hpf,0,0,0,0,4.09,12.26,8.17,0,0,0
72hpf,0,0,0,0,0,2.14,0,2.14,9.63,0
21Day,0,0,0,0,0,0,0,0,6.69,0
3Month,0.32,0.32,0,0,0,0,0,0,0.64,0.32
22Month,0,0,1.09,0.55,0,0,0,0,0,0
