stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1540.57,69.47,0,359.6,93.99,12.26,0,0,0,0,0,0,28.6,0,0,4.09,0,36.78,49.04,20.43,2292.47,0,8.17,0,4.09,2554,10984.26,4.09,0,118.51,0,0,0,0,0,0,24.52,0,0,0
72hpf,351.96,23.54,0,111.26,338.05,104.84,0,1.07,0,0,0,0,0,1.07,0,2.14,1.07,39.58,145.49,20.33,4533.77,0,5.35,20.33,2.14,2841.37,1572.59,5.35,4.28,4688.89,3.21,0,1.07,373.36,4.28,8.56,165.82,0,0,0
21Day,178.02,14.72,6.69,436.36,104.41,191.41,0,28.11,0,5.35,9.37,0,0,30.79,2.68,45.51,40.16,12.05,151.25,46.85,8352.45,9.37,0,119.13,0,979.81,497.93,9.37,13.39,2066.7,218.18,0,0,163.3,32.12,69.6,28.11,21.42,0,20.08
3Month,3.52,23.04,3.52,160.93,15.36,0,2.56,1.28,1.6,46.71,44.15,0,0,34.87,11.84,0.64,15.68,3.2,21.12,76.79,1207.17,189.41,0.32,16.64,2.56,30.4,6.08,8.96,3.2,71.35,8.32,0.32,16,128.94,0.32,0,5.44,39.35,7.36,5.44
22Month,1.64,11.48,20.23,142.68,13.12,0,11.48,0,1.64,97.3,28.97,4.92,0,71.61,3.83,1.09,55.21,2.73,4.92,71.07,1572.18,30.07,2.19,16.4,0.55,23.51,2.19,10.93,2.19,28.43,2.73,0,4.37,350.95,18.04,0,2.19,2.73,0,8.2
