stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,20.43,0,73.56,4.09,8.17,0,4.09,0,0,8.17,0,0,0,0,8.17,61.3,69.47,245.18,0,0,0,4.09,44.95,2472.27,4.09,0,0,44.95,0,0,0,0,0,4.09,0,0,0
72hpf,32.09,12.84,0,55.63,4.28,27.81,0,2.14,0,0,0,1.07,0,3.21,1.07,40.65,51.35,2.14,148.7,0,5.35,2.14,1.07,286.7,917.88,1.07,0,0,79.16,6.42,0,23.54,0,2.14,3.21,0,0,1.07
21Day,76.3,8.03,4.02,120.47,0,309.2,0,139.21,0,2.68,0,0,5.35,53.54,1.34,10.71,32.12,22.76,207.47,0,0,18.74,0,68.27,334.63,0,6.69,0,61.57,28.11,9.37,32.12,1.34,13.39,0,0,0,9.37
3Month,0,0.64,0.64,20.48,0,0,0.32,0.64,5.76,5.76,0,6.4,5.44,2.88,5.44,2.88,4.16,4.16,4.8,1.28,0.32,0.96,1.6,0.96,1.6,0.32,0.64,0,0.32,2.88,394.5,1.28,0,0,0,1.6,34.55,13.44
22Month,0,0,0,4.37,0,0,1.09,1.64,1.64,10.39,0,13.12,8.2,7.65,8.2,0,0.55,15.31,2.73,0,0.55,0,0,0.55,0.55,0,0,6.56,1.09,0,32.8,0,0,0,0,0,0.55,3.83
