stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,12.26,44.95,0,0,0,0,49.04,1185.06,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,7.49,2.14,0,2.14,3.21,2.14,0,0,0,0,0,0,0,0,0,11.77,1.07,13.91,0,0,0,0,267.45,361.59,0,4.28,0,12.84,0,0,57.77,0,0,0,0,1.07
21Day,0,1.34,0,2.68,2.68,4.02,1.34,0,0,0,0,0,1.34,4.02,0,1.34,1.34,14.72,0,0,2.68,0,58.9,62.91,0,6.69,0,5.35,4.02,1.34,21.42,1.34,1.34,0,0,1.34
3Month,0,1.28,1.28,29.76,0.64,0,0,2.56,2.24,0.32,95.66,4.8,0.64,5.76,1.92,6.72,6.72,6.72,1.28,0.64,0.32,1.6,2.88,2.56,2.24,4.48,0,0,2.88,74.55,1.92,0,0.32,1.28,12.16,5.44
22Month,0,4.92,1.09,31.71,0,0,1.64,0.55,7.65,3.28,85.28,3.83,2.19,12.57,1.64,2.19,7.11,7.11,0,3.28,1.09,0,1.64,0,3.83,2.19,0.55,0,0,5.47,8.75,2.73,0.55,0.55,0,3.28
