stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,4.09,0,0,0,0,0,0,4.09,32.69,0,0,0,8.17,302.39,0,0,12.26,0,0,0,0,20.43,0,0,0
72hpf,7.49,0,0,6.42,1.07,10.7,0,0,0,0,0,0,0,9.63,1.07,98.42,0,2.14,0,104.84,248.19,1.07,139.07,86.65,0,0,100.56,2.14,57.77,0,0,0
21Day,13.39,2.68,1.34,13.39,0,8.03,0,0,4.02,0,1.34,2.68,1.34,12.05,1.34,210.15,1.34,2.68,0,56.22,74.96,0,384.16,52.2,20.08,0,61.57,4.02,13.39,0,0,5.35
3Month,0,1.92,0,3.52,0,0,0.64,3.52,5.12,1.92,0,2.24,1.6,0.96,0.32,20.16,2.24,0.32,0.32,0.96,4.48,0.64,156.78,0.32,0,1.28,0.64,0,10.88,2.56,1.6,0.32
22Month,0,0,0,2.73,0,0,0,1.09,8.2,0.55,0,1.09,0,0,0,18.59,0,0.55,0,2.73,2.19,0,50.29,0,0,0.55,1.09,0,3.83,0,0,1.09
