stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,36.78,0,40.86,0,0,0,4.09,0,0,0,0,0,4.09,0,8.17,8.17,73.56,81.73,0,0,0,0,159.37,457.68,0,0,16.35,0,0,0,0,0,4.09,0,0,0
72hpf,17.12,6.42,0,17.12,4.28,6.42,0,1.07,0,0,0,0,0,1.07,0,9.63,47.07,5.35,36.37,0,1.07,0,0,235.35,87.72,3.21,4.28,23.54,1.07,1.07,21.4,4.28,2.14,3.21,0,0,0
21Day,28.11,4.02,8.03,62.91,2.68,16.06,0,9.37,0,4.02,0,6.69,0,12.05,16.06,2.68,29.45,16.06,65.59,0,0,12.05,0,115.11,50.86,1.34,5.35,22.76,5.35,4.02,17.4,5.35,2.68,2.68,0,0,5.35
3Month,3.84,7.04,6.72,88.95,1.28,0,1.6,0.64,20.48,17.92,0,118.06,15.68,2.88,78.71,6.72,21.12,31.99,28.48,4.16,0.32,13.76,12.16,12.8,1.92,14.08,8.32,0.96,5.12,186.85,3.2,0.64,0,0.96,16.64,138.22,15.36
22Month,2.19,8.2,9.29,46.47,0.55,0,3.83,1.64,7.11,102.22,5.47,259.66,16.95,13.12,96.76,2.73,7.11,112.61,29.52,1.09,7.11,9.29,0.55,5.47,1.09,10.39,4.37,0,3.28,27.33,3.28,7.11,0,0.55,2.19,0,8.2
