stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,20.43,0,0,0,0,8.17,384.12,0,0,16.35,0,0,0,0,0,4.09,0,0,0
72hpf,148.7,4.28,0,49.21,18.19,80.23,0,0,0,1.07,0,0,0,1.07,0,26.74,135.86,17.12,136.93,0,5.35,3.21,1.07,9333.93,677.18,3.21,69.54,261.03,3.21,0,1114.72,5.35,3.21,14.98,0,0,0
21Day,92.36,1.34,6.69,61.57,10.71,80.31,0,10.71,0,1.34,0,6.69,2.68,6.69,16.06,8.03,53.54,28.11,346.68,4.02,0,4.02,0,2694.47,171.33,4.02,44.17,330.62,72.28,0,613.05,17.4,34.8,4.02,0,0,17.4
3Month,0.32,0.32,0,8.64,0.96,0,0,0.32,0.96,5.44,0.32,11.2,1.28,0.32,1.92,0.32,11.52,2.88,79.35,115.5,0,1.92,0.64,14.08,5.44,3.2,1.92,0.64,1.28,16.32,5.12,0,0,4.16,8.32,4.48,3.2
22Month,0,2.19,0,13.67,0,0,0.55,0,0.55,3.83,1.64,20.23,1.64,1.09,3.28,0.55,2.73,2.73,74.35,14.76,1.09,2.19,0,28.97,10.93,1.09,2.73,0,0,9.29,14.21,0,0,1.09,2.19,0,0.55
