stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,7.49,0,0,0,0,2.14,1.07,0,0,2.14,0,0,0,0,0,0,7.49,0,0,0
21Day,6.69,1.34,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.94,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,1.34,0,2.68,0,2.68
3Month,1.28,63.35,12.16,216.29,0.32,2.24,2.56,0.32,54.39,82.87,0.32,176.61,121.26,4.48,110.7,12.16,74.87,40.63,12692.71,34.55,1.28,16.64,22.72,49.91,1.28,10.56,8.64,4.48,90.87,1.28,33.91,0.64,0.32,0,0.64,1515.6,34.55,53.43
22Month,0,1.64,0,4.92,0,1.09,0.55,0,1.09,6.01,2.19,42.64,1.09,0,3.83,0.55,1.64,1.64,725.96,0.55,0.55,1.64,0,0,0,0.55,1.09,0,0,0,0.55,0.55,0.55,0,0,37.17,0,1.09
