stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,3.21,1.07,0,0,0,0,1.07,0,0,0,0,1.07,0,3.21,5.35,0,5.35,0,2.14,0,0,14.98,5.35,0,0,0,3.21,0,0,0,0,0,0,0
21Day,1.34,0,0,5.35,0,5.35,0,2.68,0,0,0,0,1.34,1.34,0,1.34,0,10.71,1.34,6.69,0,0,1.34,1.34,5.35,4.02,0,0,0,4.02,0,0,1.34,1.34,0,0,0
3Month,0.32,0.64,1.28,12.16,0,0,0.32,0,1.28,5.76,0,0,23.36,1.28,0.64,8.64,0.32,1.92,3.84,4.16,0.64,0,0.96,0.64,0.96,0,1.28,0,0,0.32,0.32,7.68,0.64,0,1.28,5.76,3.52
22Month,0,1.09,0.55,3.83,0,0,0.55,0,1.64,4.92,1.64,0,45.92,4.37,2.73,13.67,0.55,1.09,6.01,4.92,0,0,1.09,0,0.55,0.55,1.09,0.55,1.09,0,0,1.64,0.55,0,0,0,1.09
