stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,20.43,0,465.85,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,866.32,0,0,0,0,122.59,1340.34,0,0,0,290.13,0,0,0,0,0,16.35,0,0,0
72hpf,77.02,13.91,0,179.72,16.05,18.19,0,0,0,0,0,0,0,0,0,0,6.42,24.61,2.14,693.22,0,1.07,3.21,0,544.52,101.63,2.14,6.42,0,570.2,1.07,0,12.84,0,1.07,60.98,0,0,0
21Day,84.33,0,1.34,103.07,2.68,25.43,0,4.02,0,0,2.68,0,1.34,0,1.34,6.69,1.34,28.11,5.35,630.45,0,0,8.03,0,255.66,30.79,1.34,5.35,0,879.42,22.76,0,1.34,5.35,1.34,10.71,0,0,6.69
3Month,1.6,0.96,0.96,52.15,0.96,0,0.32,0.32,0.64,0.64,6.72,0,25.92,1.92,0.32,19.84,0.32,3.52,3.2,100.14,38.39,0,2.24,2.88,2.88,0.64,1.28,1.28,0,0.32,1.92,1.92,0,0.32,0,0.32,9.92,0.96,1.28
22Month,0,2.73,1.64,46.47,0,0,0.55,0.55,0.55,2.19,3.83,10.39,31.16,1.64,2.73,50.29,0.55,2.19,2.73,106.05,1.64,0,7.65,0,2.19,0.55,1.64,1.09,0.55,0,0,0.55,1.09,1.64,0,0.55,2.73,0,1.09
