stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,12.26,0,69.47,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,20.43,20.43,98.07,0,0,0,0,49.04,686.52,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,18.19,11.77,0,20.33,9.63,7.49,0,2.14,0,0,0,0,0,0,1.07,0,8.56,34.23,2.14,74.89,0,1.07,2.14,5.35,560.57,181.86,1.07,4.28,70.61,1.07,0,0,43.86,5.35,3.21,9.63,0,0,0
21Day,22.76,0,0,29.45,5.35,4.02,0,9.37,0,0,1.34,0,2.68,0,10.71,2.68,0,6.69,8.03,72.28,0,0,8.03,0,127.16,32.12,0,2.68,32.12,5.35,0,0,24.09,1.34,2.68,4.02,0,0,0
3Month,1.28,11.84,0.96,54.71,0.64,0,1.6,3.52,0.96,5.44,12.8,0,67.83,9.6,6.4,18.24,2.88,33.27,17.28,46.39,11.2,0,4.8,2.56,8.32,2.88,2.88,4.48,2.24,1.92,0.32,51.83,2.24,0.32,0,1.92,10.88,2.56,14.4
22Month,0,17.49,1.09,34.44,0,0,1.09,1.64,0.55,1.64,18.59,14.76,145.96,12.57,11.48,27.33,0,4.92,18.04,44.28,1.64,3.83,1.64,0,2.73,4.37,1.64,3.83,1.64,0,0,24.05,12.57,4.37,0,0.55,3.28,0,8.75
