stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,24.52,0,167.54,0,0,0,0,0,0,0,0,0,20.43,65.38,61.3,106.25,0,0,0,0,24.52,216.58,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,12.84,10.7,0,74.89,6.42,18.19,1.07,0,2.14,0,0,2.14,0,34.23,142.28,5.35,88.79,0,12.84,4.28,2.14,32.09,16.05,1.07,1.07,85.58,5.35,0,3.21,1.07,4.28,2.14,0,0,0
21Day,20.08,1.34,9.37,121.81,2.68,6.69,1.34,1.34,1.34,8.03,4.02,17.4,21.42,5.35,52.2,4.02,40.16,0,0,10.71,0,18.74,0,6.69,2.68,45.51,16.06,0,2.68,1.34,1.34,1.34,0,0,1.34
3Month,0,4.48,2.88,22.4,0,0,0,2.24,5.12,12.48,31.36,0.64,39.67,17.6,4.8,6.08,4.8,1.92,0,0.32,0.64,0.32,0,2.24,1.28,0.64,1.6,24.32,0,0,0,0,4.16,97.26,1.92
22Month,0,2.19,0.55,2.19,0,0,0,0.55,0.55,14.76,3.28,0,8.75,1.64,0.55,3.83,1.64,0,0,0.55,0.55,1.64,0,0.55,0.55,1.64,0.55,2.73,0.55,0,0,0,0,0,1.09
