stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,5.35,290.98,1.07,0,0,0,0,3.21,3.21,0,0,0,2.14,0,0,2.14,0,0,0,0
21Day,0,0,0,9.37,5.35,0,1.34,0,0,0,0,0,5.35,0,1.34,4.02,508.64,5.35,0,0,0,0,2.68,0,0,1.34,0,0,16.06,0,0,1.34,0,0,1.34
3Month,0.32,0.96,1.28,12.48,0,0.64,0,4.16,7.36,0,13.76,11.84,0.64,24,1.6,1.28,1009.12,4.16,2.56,0.32,0.96,0.32,0.64,0,0.32,0.64,0,0,1.92,2.56,0.32,0,0.32,1.92,14.08
22Month,0,1.09,2.73,12.57,0,0,0,2.19,21.32,2.19,37.17,9.29,1.64,28.97,1.09,3.83,1047.39,2.73,0.55,1.64,0.55,0,0.55,0,0.55,3.28,0.55,0,3.83,1.09,0.55,1.09,0,0.55,14.76
