stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,12.26,0,0,0,0,0,65.38,0,0,8.17,0,0,0,0,0,0,0
72hpf,28.88,1.07,0,3.21,0,0,0,0,0,0,0,0,0,0,11.77,7.49,0,4.28,0,0,0,0,14.98,6.42,0,0,3.21,0,0,2.14,0,0,0,0
21Day,8.03,2.68,1.34,8.03,2.68,0,1.34,0,0,0,0,0,1.34,0,2.68,5.35,0,28.11,0,0,0,0,4.02,6.69,0,1.34,12.05,0,2.68,1.34,0,0,0,1.34
3Month,0.64,0.32,0.32,8.96,0,0.32,0,2.88,1.92,0,24.96,3.84,0,9.28,0.96,2.56,3.84,6.4,1.6,0,1.28,0.96,0.96,0,0.64,0,0,1.28,13.12,0.32,0.32,1.6,2.88,1.92
22Month,1.64,5.47,3.83,10.93,0,2.19,1.09,9.29,16.4,13.67,262.94,5.47,2.73,22.41,3.28,2.19,11.48,24.6,0.55,5.47,1.09,0,0.55,2.73,1.64,1.09,0,2.73,9.29,0.55,0,0,0.55,4.37
