stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,16.35,0,49.04,0,20.43,0,0,0,0,0,0,4.09,0,0,0,0,12.26,16.35,32.69,155.28,0,0,0,0,16.35,960.31,0,0,24.52,0,0,0,0,4.09,0,0,0
72hpf,8.56,2.14,0,7.49,4.28,6.42,0,0,0,0,1.07,0,0,0,0,2.14,0,3.21,18.19,2.14,26.74,0,1.07,0,1.07,173.31,128.37,0,1.07,16.05,2.14,0,6.42,1.07,0,0,0,0
21Day,9.37,0,0,28.11,0,34.8,0,14.72,0,0,0,0,0,1.34,1.34,12.05,5.35,13.39,14.72,1.34,40.16,0,0,4.02,0,81.65,60.23,0,1.34,22.76,4.02,2.68,12.05,2.68,0,0,0,2.68
3Month,1.28,3.52,0,31.99,0,0,0.32,0.64,0.32,3.84,4.8,0.32,0,31.04,5.76,1.6,12.8,1.92,13.12,5.12,24,4.16,0.32,1.92,3.84,2.56,2.24,1.92,3.2,0.96,3.2,114.86,0.32,0,0,3.52,27.2,13.44
22Month,0,6.56,2.19,13.12,1.09,0,2.19,1.09,0,0.55,21.87,8.2,0,88.01,1.64,10.39,16.95,0,3.28,12.03,31.71,0.55,1.64,4.92,0,2.73,0.55,3.83,2.19,1.64,0.55,42.09,3.83,0,0,0.55,0.55,3.83
