stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,4.09,0,0,0,0,16.35,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,1.07,2.14,0,22.47,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,10.71,0,2.68,0,0,0,0,0,0,0,0,20.08,0,0,8.03,0,1.34,0,0,0,0,4.02,2.68,0,226.21,0,0,1.34,0,0,0,0,0,0,32.12
3Month,1.28,5.76,1.6,46.07,0.96,0,1.28,0.32,4.48,14.08,0,0,55.67,25.28,1.92,30.08,4.16,16,7.04,23.68,2.56,0.64,4.48,10.24,6.4,0.32,3.2,5422.82,0,0.64,5.12,23.68,1.6,0,0.32,5.44,11.52,50.55
22Month,0,2.73,2.19,14.76,0.55,0,2.19,0,3.28,17.49,9.29,0,155.25,5.47,4.37,18.04,2.19,1.09,9.84,10.93,0.55,7.65,1.64,0.55,2.19,0,2.19,5160.97,2.73,0,0.55,37.17,1.09,0.55,0,3.83,0.55,18.59
