stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,0,4.09,8.17,0,0,0,8.17,93.99,735.55,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,10.7,4.28,0,7.49,0,6.42,0,0,0,0,0,0,0,20.33,0,5.35,21.4,2.14,18.19,0,0,0,0,1638.92,485.69,0,1.07,0,50.28,1.07,0,18.19,0,0,0,0,0
21Day,20.08,0,5.35,17.4,1.34,50.86,0,2.68,0,1.34,0,6.69,5.35,397.54,8.03,4.02,26.77,56.22,42.83,0,0,2.68,0,1159.17,405.58,1.34,2.68,0,24.09,58.9,1.34,25.43,10.71,0,1.34,0,135.19
3Month,0,0.32,0.32,5.12,0,0,0,0.32,0.64,0.96,0,9.92,5.12,1.92,2.24,0,0.96,21.12,2.24,0.32,0,0,0.32,1.92,0.32,0.64,0,0,0.32,0.64,2.88,0,0,0,0.32,0.32,30.4
22Month,0.55,8.2,3.83,16.95,0.55,0,2.19,1.64,5.47,9.29,8.2,419.83,3.28,5.47,25.69,1.09,3.83,34.44,28.43,0.55,6.56,2.19,0,5.47,1.09,0.55,1.64,14.21,0,0.55,12.03,2.19,0,1.09,0,0,22.41
