stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,20.43,0,0,0,0,0,0,0,16.35,0,0,0,0,16.35,0,20.43,93.99,0,0,0,0,40.86,286.05,0,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,14.98,1.07,0,7.49,3.21,0,0,0,0,0,0,0,0,0,0,0,7.49,12.84,0,28.88,0,4.28,0,1.07,106.98,73.82,0,0,40.65,0,0,25.67,0,1.07,2.14,0,0,0
21Day,9.37,0,1.34,14.72,0,5.35,0,0,0,0,0,0,1.34,0,4.02,1.34,4.02,10.71,0,44.17,0,0,2.68,0,36.14,53.54,0,4.02,29.45,5.35,0,5.35,1.34,1.34,1.34,0,0,6.69
3Month,1.28,2.24,4.16,52.15,1.92,0,0.96,5.44,8,8.32,0,0,16.64,8.96,0.96,80.95,3.52,16.64,11.52,34.87,29.44,0,12.48,5.12,4.48,2.88,3.84,1.6,3.84,2.88,2.24,3.2,0,0,0.96,8.32,1.28,8.32
22Month,0,1.64,4.92,24.05,1.64,0,0.55,0,6.56,9.29,11.48,0,51.39,8.2,3.83,55.21,1.64,1.09,16.95,3.28,1.64,0,3.83,1.09,2.19,4.37,6.56,0,0.55,0,0,4.92,0.55,0,0,0,0,3.83
