stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,16.35,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,1.07,0,0,0,0,0,0,0,0,2.14,0,1.07,0,0,9.63,0,1.07,0,0,32.09,9.63,1.07,1.07,5.35,0,0,3.21,1.07,0,0,0,0
21Day,2.68,0,0,8.03,20.08,0,6.69,0,0,0,0,2.68,0,0,0,1.34,2.68,0,8.03,0,0,2.68,1.34,16.06,5.35,0,0,6.69,2.68,0,8.03,0,1.34,0,0,0
3Month,0.32,3.52,2.24,8,0,0.32,0,0.32,1.6,2.88,0,88.31,1.28,0,32.95,4.16,6.08,1.28,6.72,1.92,0,0.64,5.44,2.88,0,0.64,0.64,0.32,0.64,14.72,0.96,0,0,6.4,151.34,2.56
22Month,0,2.19,0,2.19,0,0.55,0,0,0.55,3.83,9.29,36.08,0,0,15.31,2.19,2.73,1.64,2.73,0,0.55,0,0.55,0.55,0,1.09,1.64,0,0.55,3.28,4.37,0.55,0,0.55,0,0
