stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,0,61.3,0,0,0,0,53.12,12.26,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,5.35,0,1.07,0,0,1.07,0,8.56,3.21,2.14,16.05,0,5.35,1.07,1.07,0,0,0,0,0,0
21Day,0,0,0,12.05,0,9.37,0,0,0,2.68,0,0,1.34,0,1.34,1.34,1.34,5.35,0,20.08,0,0,0,0,21.42,2.68,0,753.59,0,5.35,2.68,1.34,1.34,0,1.34,0,0,0
3Month,1.28,8.64,2.88,64.95,0.64,0,1.6,3.84,11.2,28.8,0,0,55.67,34.55,0.64,67.51,3.2,25.92,24.32,30.4,5.44,0.64,7.04,6.4,4.16,1.6,3.84,3464.09,0,0.96,7.36,31.36,2.56,0,0,13.12,69.11,22.08
22Month,2.19,12.03,6.01,37.72,0.55,0,7.65,1.09,8.75,50.84,5.47,0,251.46,24.05,7.11,33.89,1.64,7.11,32.25,47.01,2.19,14.21,13.67,1.09,3.28,1.09,3.83,7344.31,5.47,1.09,3.83,15.31,7.65,2.73,1.09,1.64,0,15.85
