stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,81.73,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,1.07,1.07,6.42,0,0,0,0,0,0,2.14,5.35,0,3.21,0,0,646.15,44.93,3.21,5.35,8.56,0,0,23.54,0,0,2.14,0,0,0
21Day,1.34,0,2.68,5.35,0,4.02,0,0,0,1.34,1.34,4.02,1.34,0,0,8.03,0,0,401.56,33.46,1.34,5.35,5.35,16.06,0,24.09,1.34,2.68,1.34,0,0,2.68
3Month,0,0,0,0.96,0,0,0.32,0,1.6,0,0,0.64,0.32,0,0,0.96,0,0.32,1.28,0,0.64,0.96,0,0.32,0,0,0,0,0,0.32,0.32,0
22Month,0,1.64,0,3.28,0.55,0,1.64,0.55,18.59,1.09,0,1.09,0.55,0,2.19,13.67,0.55,0,2.73,0.55,2.73,3.28,0.55,0,8.2,1.09,0,0,0.55,0,0,0
