stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,14.98,0,0,0,0,3.21,0,0,0,0,1.07,20.33,2.14,1.07,2.14,0,0,0,5.35,39.58,12.84,0,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0
21Day,6.69,0,2.68,301.17,18.74,0,0,2.68,5.35,0,14.72,1.34,16.06,186.06,4.02,123.15,1.34,32.12,0,2.68,4.02,0,32.12,18.74,2.68,1.34,0,14.72,12.05,0,1.34,5.35,4.02,4.02,0,0,0,2.68
3Month,0.64,6.4,5.44,517.36,0,5.76,0.64,17.28,39.03,0,590.95,28.8,2.24,2655.26,8.64,489.2,17.92,42.55,7.04,1.28,9.28,1243,3.84,1.28,8,3.2,0,0.64,25.6,0.32,26.24,1.6,0.32,0,0.96,7.04,14.4,30.08
22Month,2.73,21.87,11.48,71.61,0,20.23,0,22.96,83.64,8.75,9245.57,33.89,9.84,1250.2,2.73,55.76,41.55,50.29,3.28,117.53,7.65,13.67,3.28,1.09,8.2,7.11,8.75,0,8.75,0,9.84,2.73,3.83,0,0.55,1.09,0,22.96
