stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,2.14,1.07,0,0,0,0,0,0,0,0,0,4.28,0,7.49,0,3.21,3.21,0,63.12,59.91,0,0,0,4.28,0,0,0,1.07,0,0,0
21Day,2.68,2.68,0,9.37,4.02,1.34,4.02,0,1.34,0,0,0,6.69,1.34,0,2.68,2.68,9.37,0,0,0,0,48.19,22.76,0,0,0,4.02,0,2.68,0,2.68,0,0,1.34
3Month,0,13.44,0,8.96,1.6,0,0,0.96,0.32,0,3.52,0.64,0.64,1.6,1.6,11.2,0.96,21.44,1.28,0,0.32,17.28,2.88,0.64,0.32,0.64,0,0,0.32,27.52,0.32,1.28,0.96,0.32,0
22Month,0,7.11,0.55,2.73,0.55,0,0,0.55,0,0.55,5.47,1.09,0,1.09,0.55,2.73,1.09,3.28,0.55,0,0,0.55,6.01,0.55,1.64,0,0.55,0,0,48.65,1.09,1.09,0,0,0.55
