stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1148.28,0,0,12.26,4.09,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,27639.12,46,0,179.72,38.51,252.47,11.77,0,5.35,5.35,0,13.91,1.07,73.82,437.54,48.14,513.5,19.26,16.05,5.35,2322.52,1127.56,8.56,16.05,458.94,10.7,0,202.19,14.98,6.42,26.74,0,0,0
21Day,15979.41,52.2,46.85,924.93,38.82,638.48,89.68,12.05,34.8,219.52,16.06,275.74,124.48,66.93,484.55,175.35,1131.06,8.03,127.16,8.03,1104.29,584.94,18.74,36.14,424.31,298.49,6.69,85.67,50.86,254.32,33.46,6.69,0,132.51
3Month,8,0,0.32,1.92,0,0,0,43.51,0.32,2.56,0.32,0,2.56,0,0.64,0.32,1.6,0,0.32,0,0.64,0,0,0,0.32,0.96,3.52,0,0,0,0,0,1.92,0.96
22Month,4.37,0,10.39,1.09,0,0,0,10.93,1.09,4.37,0,0.55,2.19,0,0.55,1.09,1.09,0.55,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0
