stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,8.17,0,0,0,8.17,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,5.35,0,5.35,7.49,13.91,0,0,0,0,0,0,0,0,0,6.42,19.26,1.07,90.93,0,22.47,1.07,1506.27,49.21,1.07,2.14,0,24.61,0,0,5.35,1.07,3.21,27.81,0,0,0
21Day,5.35,2.68,2.68,20.08,14.72,4.02,0,4.02,1.34,2.68,0,0,0,5.35,5.35,2.68,6.69,4.02,50.86,0,58.9,1.34,429.67,14.72,0,1.34,0,5.35,16.06,2.68,2.68,0,6.69,20.08,0,0,4.02
3Month,0,0.32,0,6.4,0.96,0,0.32,0,0.32,0.96,0.32,5.44,0.64,0,1.6,0.96,1.28,1.28,5.44,0,0.64,0.32,3.2,0,2.56,0,0,0,0.64,3.84,0.64,0,0,0.32,0.32,1.28,0.64
22Month,0,1.64,0,4.92,1.64,0,0.55,0,0,3.83,0,26.79,0.55,0.55,3.28,0,1.09,1.64,7.65,1.09,6.56,0,12.57,0.55,6.56,0,1.09,0,0,8.2,2.73,0.55,0,0,0,0,1.09
