stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,441.33,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,8.17,0,0,0,0,8.17,53.12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,620.48,2.14,0,4.28,0,9.63,0,0,0,0,0,0,0,0,0,1.07,9.63,0,4.28,0,0,0,1.07,176.52,33.16,0,0,0,12.84,0,0,0,0,1.07,1.07,0,0,0
21Day,753.59,4.02,4.02,24.09,0,33.46,2.68,0,0,0,0,10.71,0,9.37,2.68,6.69,18.74,6.69,46.85,0,0,4.02,1.34,85.67,26.77,1.34,0,0,13.39,12.05,4.02,8.03,9.37,6.69,1.34,0,1.34,8.03
3Month,7.04,0,0,2.88,0.32,0,0,0.96,1.6,0.32,0,10.56,1.6,0,3.2,0,0.64,0.32,0.96,0.64,0,0.32,0.32,0.64,0,0,0,0,0,0.32,3.52,0,0,0,0.32,0.32,1.28,1.28
22Month,2.19,1.09,1.64,9.84,0,0,0,1.64,2.19,0.55,0,102.22,6.01,1.64,6.01,1.09,1.64,4.92,3.28,0,1.09,1.09,0,0.55,0,0.55,1.64,1.64,0,0,7.11,0,0,0,0,0.55,0,0.55
