stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,175.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,12.26,110.33,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,176.52,2.14,0,0,0,0,0,0,0,0,0,0,9.63,2.14,4.28,6.42,0,0,0,0,21.4,10.7,0,0,34.23,0,0,1.07,0,0,1.07,0,0,0
21Day,6.69,0,0,736.19,18.74,0,4.02,0,0,0,0,2.68,0,0,1.34,66.93,28.11,4.02,159.29,0,0,1.34,0,32.12,13.39,1.34,0,22.76,16.06,1.34,0,1.34,4.02,1.34,17.4,0,0
3Month,1.6,7.36,3.2,603.42,0,2.24,0.64,0.32,8.96,11.84,0,39.35,15.68,1.6,23.68,79.67,60.15,13.44,388.42,1.92,0,4.48,4.8,2.24,0.32,7.68,2.56,47.67,18.56,26.24,0.64,0,0,0,760.52,12.8,8
22Month,0,6.56,0,233.42,0,1.64,0,0,3.28,6.01,3.83,66.69,6.01,0.55,10.39,13.67,11.48,6.01,80.9,0,3.28,2.73,0.55,1.09,2.73,8.2,0.55,46.47,0,30.07,0.55,0.55,0,0,127.37,0,3.28
