stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,89.9,8.17,0,890.84,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,237.01,0,0,0,8.17,155.28,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,437.54,2.14,0,157.26,2.14,13.91,0,0,0,0,0,0,0,0,0,0,0,47.07,3.21,363.73,0,94.14,0,341.26,34.23,0,0,0,406.52,0,0,11.77,1.07,0,3.21,0,0,0
21Day,175.35,4.02,0,53.54,2.68,12.05,0,0,0,0,1.34,0,2.68,1.34,4.02,4.02,2.68,21.42,4.02,459.12,1.34,265.03,0,179.36,12.05,2.68,20.08,0,381.48,40.16,0,9.37,1.34,13.39,10.71,6.69,0,1.34
3Month,15.68,13.44,0.32,51.83,0.96,0,1.6,0.64,2.88,4.48,10.56,1.28,20.16,5.44,0.96,11.2,0.32,34.23,4.16,253.4,46.39,54.39,0.64,4.48,0.32,1.6,26.88,0,47.99,2.24,6.08,0.32,0,0,0.96,706.13,7.04,5.12
22Month,5.47,5.47,0,8.75,0,0,1.64,0.55,0.55,0,4.37,15.85,23.51,1.09,1.09,4.37,0,4.92,2.19,96.76,1.09,32.8,0,6.56,0.55,1.09,12.03,1.09,18.04,1.09,1.64,1.09,0,0,1.09,115.34,0,1.09
