stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,49.04,249.27,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,14.98,1.07,9.63,5.35,39.58,0,1.07,0,0,0,0,0,0,3.21,28.88,1.07,16.05,0,1.07,0,0,219.31,636.53,0,105.91,35.3,1.07,1.07,1739.48,1.07,1.07,56.7,0,0,0
21Day,13.39,2.68,18.74,1.34,18.74,0,1.34,0,0,2.68,1.34,1.34,1.34,0,14.72,5.35,30.79,0,0,6.69,0,72.28,147.24,0,186.06,2.68,21.42,1.34,1109.64,8.03,5.35,44.17,0,0,8.03
3Month,0,0.32,4.16,0.64,0,0.32,0,0.32,0.32,2.88,2.88,0,0.96,0.32,0.64,0.32,3.84,0.32,0,0,0.32,0.32,4.8,0.32,91.19,0.32,0,20.16,53.43,0,0,19.52,0.64,5.12,0.32
22Month,0,0.55,5.47,0,0,0.55,0,0.55,1.64,15.31,2.19,0,2.19,0,0,0.55,0.55,0,0,0.55,0,3.28,8.2,0.55,225.22,0,0,15.31,131.2,2.19,0,7.11,0,0,0.55
