stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,8.17,0,0,0,0,20.43,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,7.49,0,1.07,0,0,0,0,0,0,0,0,1.07,0,5.35,85.58,3.21,5.35,0,0,0,0,13.91,3.21,0,1.07,0,1.07,0,0,1.07,0,0,1.07,0,0,0
21Day,9.37,0,0,408.25,1.34,6.69,0,2.68,0,0,2.68,0,1.34,0,24.09,4.02,12.05,487.23,45.51,28.11,0,0,1.34,0,37.48,6.69,2.68,0,0,6.69,14.72,0,1.34,0,6.69,1.34,0,0,17.4
3Month,0,2.24,0.96,102.7,0.32,0,0,0.64,0,5.76,11.84,0.32,38.07,4.16,3.84,15.36,0.96,30.08,39.03,12.8,3.2,0,1.6,1.6,0.96,0,0.32,1.92,0,0.32,1.28,4.16,0,0.32,0,0,0,1.92,23.04
22Month,0.55,3.83,3.28,72.16,0,0,1.09,0,0.55,2.73,14.21,8.2,335.65,4.37,8.2,28.97,1.64,29.52,112.61,46.47,1.09,2.19,2.19,0,5.47,0.55,1.09,1.09,0.55,0.55,0,1.09,9.84,1.64,0,0,0.55,0,24.6
