stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,4.09,0,0,0,0,4.09,53.12,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0,0,9.63,1.07,0,0,0,0,0,0,2.14,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,1.34,0,0,2.68,0,0,0,0,2.68,2.68,0,1.34,0,1.34,0,0,0,0,0,0,0,0
3Month,0.32,0.64,0.64,11.52,0,0,0.96,0.32,1.6,6.72,0,23.68,2.88,0,4.48,1.6,3.52,5.76,4.8,1.28,0.64,1.28,0.64,0.64,0,0,0.32,0,0.64,0.64,6.4,0,0,0,1.6,2.24,4.16
22Month,0.55,3.28,1.64,8.2,0,0,0.55,0,4.37,24.05,2.73,132.29,7.65,1.64,15.31,0.55,3.28,8.75,12.03,0,1.09,2.19,0.55,1.09,0,3.83,0.55,78.72,0,0.55,1.09,1.09,3.83,0,1.09,0,2.19
