stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,997.08,0,0,32.69,8.17,0,0,4.09,0,0,0,4.09,0,0,0,0,4.09,8.17,8.17,310.57,12.26,0,0,1720.38,711.03,4.09,0,0,0,0,0,0,0,4.09,0,0
72hpf,123.03,4.28,0,20.33,7.49,22.47,0,1.07,0,0,0,0,0,0,1.07,0,6.42,36.37,5.35,54.56,2.14,0,1.07,3410.49,324.15,0,11.77,62.05,1.07,0,25.67,2.14,3.21,8.56,0,0
21Day,128.5,2.68,0,24.09,0,6.69,0,0,0,0,0,0,0,0,4.02,1.34,1.34,10.71,2.68,36.14,0,1.34,0,282.43,68.27,0,17.4,8.03,8.03,0,0,1.34,0,0,0,1.34
3Month,0.32,0,0,4.16,0,0,0.64,0,0.32,0.64,0,0,4.16,0.64,0,0.96,0.32,0.64,0.32,2.24,0,0,0.32,15.36,0.96,0.64,7.36,0.32,0.64,9.92,0,0,0,0,2.88,0.96
22Month,0.55,0,0.55,1.09,0,0,0,0,0,0,0.55,0,12.03,0.55,0,1.64,0,0,1.09,1.64,0,0,0,17.49,0,0,0,0,0,4.37,0,0,0,0,0,1.64
