stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,12.26,0,53.12,0,0,0,0,0,0,0,0,0,0,4.09,12.26,12.26,77.64,0,0,0,4.09,89.9,1005.26,0,0,0,24.52,0,0,0,0,0,0,0,0
72hpf,2.14,7.49,0,8.56,1.07,5.35,0,0,0,0,2.14,0,0,1.07,41.72,18.19,2.14,22.47,0,22.47,0,7.49,237.49,48.14,3.21,2.14,0,49.21,0,0,7.49,0,2.14,13.91,0,0
21Day,9.37,0,0,65.59,0,14.72,0,1.34,0,0,24.09,1.34,2.68,34.8,1.34,24.09,1.34,29.45,0,0,4.02,4.02,124.48,32.12,2.68,2.68,0,33.46,5.35,0,13.39,1.34,5.35,5.35,0,2.68
3Month,0,0.64,0.64,5.76,0,0,0,0,0.64,0,124.46,0.96,0,14.72,0,2.56,1.28,1.92,0.64,0,0.64,5.76,0.64,0,0,0.96,0,0,0.64,14.08,0,0,0,0.32,6.72,0.32
22Month,0,0.55,1.64,3.83,0,0,1.09,0,0,1.64,188.05,0,1.64,35.53,0,3.28,2.73,3.28,0,5.47,0,1.09,0,0,0.55,0,0.55,0,1.09,4.37,0,0,0,0,0,0.55
