stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,2.14,0,0,0,0,0,0,0,2.14,0,2.14,0,0,3.21,0,1.07,0,0,3.21,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,2.68,2.68,21.42,0,0,0,0,0,0,0,0,6.69,4.02,0,14.72,6.69,2.68,0,0,1.34,0,4.02,1.34,0,0,0,1.34,0,0,0,1.34,0,0,4.02
3Month,1.28,1.92,5.12,40.63,0.64,0.32,0.96,14.08,10.88,0,19.84,7.68,1.92,88.63,0.32,3.2,23.04,5.76,0.96,0.32,1.92,2.88,1.28,0.64,1.28,0,1.28,2.24,8.32,0,0,0,1.92,15.68,24
22Month,0,6.01,11.48,24.6,0,1.09,1.64,17.49,37.17,1.64,84.73,6.01,10.93,144.86,2.19,4.37,32.8,13.67,0,3.83,0.55,0,1.09,1.09,4.92,2.19,0,1.09,20.77,0.55,0.55,0,1.09,0,15.85
