stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,61.3,24.52,0,69.47,4.09,4.09,0,0,0,0,0,4.09,0,0,0,32.69,28.6,40.86,171.63,0,0,0,0,61.3,960.31,0,0,0,24.52,0,0,0,0,0,4.09,0,0,0
72hpf,26.74,7.49,0,33.16,7.49,210.75,0,2.14,0,1.07,0,0,0,0,0,23.54,43.86,4.28,63.12,0,7.49,2.14,2.14,359.45,258.89,5.35,2.14,0,59.91,1.07,0,26.74,34.23,9.63,4.28,0,0,0
21Day,24.09,4.02,0,65.59,8.03,143.22,0,37.48,0,1.34,0,5.35,1.34,25.43,4.02,13.39,26.77,5.35,65.59,0,0,12.05,0,108.42,82.99,0,0,0,41.49,13.39,4.02,10.71,42.83,46.85,9.37,0,0,4.02
3Month,0.32,4.48,0.64,49.27,0.32,0,3.52,2.24,5.76,14.08,0.64,70.39,9.92,4.48,7.68,7.04,16.96,10.24,19.52,4.48,0,2.24,2.88,6.72,1.6,2.88,2.24,0,1.6,2.56,95.98,0.64,0.32,0,1.28,5.12,439.93,10.88
22Month,0.55,4.37,1.64,20.77,0,0,0.55,3.28,3.28,23.51,8.2,108.78,7.11,4.92,12.03,1.64,4.92,12.57,18.04,0,1.09,1.64,0,2.73,0.55,1.64,2.19,0.55,0,1.09,11.48,2.73,11.48,0,0.55,1.09,1.64,2.19
