stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,0,0,0,0,0,0,0,0,0,9.37,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.32,0.64,3.2,22.72,4.16,0.32,33.59,5.12,0,24.64,7.04,0.32,1440.41,0.96,6.08,5.12,6.4,1.6,0,4.16,1.92,0.32,0.32,1.28,0.96,0,7.36,4.48,0.32,1.6,4.48,4.48
22Month,0,1.64,5.47,6.01,0,0,35.53,1.64,2.73,50.84,1.64,0,1222.87,0,0,1.64,2.73,0.55,1.09,1.09,0,0,0,2.73,1.64,0.55,2.73,3.28,0.55,0,0,1.64
