stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,1.07,0,0,2.14,0,10.7,0,0,3.21,0,98.42,8.56,0,0,4.28,0,0,0,2.14,1.07,1.07,0,0,0
21Day,4.02,0,2.68,17.4,1.34,1.34,1.34,1.34,0,1.34,1.34,17.4,0,0,6.69,1.34,17.4,0,0,13.39,1.34,78.97,2.68,0,0,4.02,9.37,0,4.02,0,1.34,1.34,0,0,18.74
3Month,0,0.64,0,7.68,0,0,0,12.8,0.64,6.4,15.68,0.32,3.2,1.6,1.6,6.4,7.36,0.32,0.32,1.92,0,1.28,0,0.64,0.32,0.32,0.64,1.28,0,0,0,0,0,0.32,31.99
22Month,0,0,0,4.92,0,0,0,9.29,1.09,18.59,18.04,0.55,2.73,0,0,2.73,3.28,0,0.55,1.64,0,2.73,0,2.19,1.09,1.09,0.55,0,0.55,0,0,0,1.09,0,18.04
