stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12414.5,12.26,0,28.6,0,0,4.09,0,0,0,0,4.09,0,0,0,0,0,24.52,20.43,89.9,0,0,0,0,20.43,502.63,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,23266.89,33.16,0,99.49,24.61,133.72,4.28,0,0,0,0,0,1.07,0,6.42,1.07,37.44,234.28,29.95,230.01,0,9.63,7.49,1.07,1068.72,525.27,3.21,8.56,256.75,3.21,1.07,100.56,6.42,2.14,9.63,0,0,0
21Day,11674.69,14.72,12.05,350.7,12.05,238.26,36.14,0,1.34,10.71,0,0,77.63,16.06,100.39,48.19,17.4,186.06,66.93,437.7,0,0,53.54,1.34,373.45,188.73,6.69,13.39,152.59,125.82,4.02,50.86,9.37,99.05,21.42,0,0,53.54
3Month,188.45,1.6,0.64,8.64,0,0,0,0,0.64,1.92,0,0,15.68,6.4,0.32,3.2,0.64,3.2,1.92,1.92,0.64,0,1.28,0.32,0.32,0,0.32,0.32,0,2.24,13.76,0.64,0,0,0,2.56,1.92,1.28
22Month,35.53,0.55,0,0.55,0,0,0,0.55,0,3.28,0.55,0,12.03,1.09,0.55,1.09,0,0.55,2.73,3.28,0,0.55,0,0,0.55,0.55,0,0.55,0,0.55,24.05,0.55,0,0,0,1.09,0,0
