stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,40.86,0,0,0,0,0,4.09,0,12.26,0,0,0,0,0,36.78,12.26,61.3,0,0,0,12.26,102.16,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,0,2.14,0,0,0,0,0,0,0,0,2.14,0,2.14,3.21,0,3.21,0,0,0,40.65,7.49,1.07,0,3.21,1.07,2.14,0,132.65,294.19,0,0,0,0
21Day,8.03,1.34,0,50.86,2.68,21.42,0,0,1.34,0,0,0,8.03,2.68,14.72,4.02,2.68,20.08,9.37,56.22,0,9.37,0,73.62,14.72,1.34,2.68,18.74,9.37,6.69,5.35,627.77,3528.37,1.34,0,0,8.03
3Month,0,1.28,1.6,3.84,0,0,0,0.32,0,0.64,0,0,5.44,0,0.32,1.28,0,0.96,1.92,1.28,0,0,0.64,0.32,0,0,1.6,1.28,0.32,18.24,0,0.32,1.28,0,0.64,4.16,3.2
22Month,0,1.64,0.55,2.19,0,0,0.55,0,0,2.19,1.64,0,57.95,0.55,0,8.2,0,0.55,3.28,5.47,0.55,0.55,0,0.55,0,0.55,3.28,1.09,0,22.41,0,0.55,1.09,0,0.55,0,2.19
