stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,44.95,4.09,4.09,0,0,0,32.69,65.38,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.84,0,18.19,3.21,10.7,0,0,0,0,0,0,1.07,0,0,0,1.07,142.28,0,9.63,0,6.42,0,1086.91,52.42,0,4.28,13.91,2.14,0,14.98,4.28,6.42,5.35,0,0
21Day,2.68,0,32.12,1.34,1.34,0,2.68,0,1.34,0,0,2.68,0,2.68,0,0,5.35,2.68,17.4,0,0,0,219.52,13.39,0,0,1.34,5.35,1.34,0,2.68,10.71,2.68,0,2.68
3Month,0,0.32,2.56,0,0,0,0,0.64,0.64,0.32,0,5.12,1.28,0,0.96,0.64,1.28,0.96,1.28,0.64,0,0.32,1.6,0.32,0.32,0.32,0,0.32,2.56,0.32,0,0,0,0.96,0.64
22Month,0,0,6.56,0,0,0.55,0,0,1.64,6.56,0,27.88,0,0,1.09,0,0.55,2.19,2.73,0,2.19,0,0.55,0,1.64,0,0.55,0,4.92,0,0,0,0,0,1.09
