stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,4.09,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,2.14,0,8.56,0,0,19.26,11.77,0,1.07,0,0,3.21,1.07,1.07,0,0,0
21Day,1.34,0,0,2.68,0,1.34,0,0,0,0,0,0,1.34,0,0,1.34,0,4.02,0,0,0,10.71,0,4.02,5.35,0,0,0,0,0,0,2.68
3Month,0,0,0.32,5.44,0,0,0.32,0.32,1.28,0,5.76,1.6,0,2.24,0,1.28,1.28,2.24,0.32,0.32,0,0,0.32,0,0.32,6.08,0,0,0,1.28,1.28,1.92
22Month,0,0.55,0,0.55,0,0,0,0,0.55,0.55,3.83,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
