stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,20.43,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,4.09,4.09,0,0,0,0,12.26,114.42,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,11.77,0,10.7,1.07,3.21,0,1.07,0,0,0,0,0,0,1.07,0,2.14,35.3,4.28,36.37,0,1.07,1.07,0,22.47,24.61,1.07,0,58.84,0,0,6.42,0,0,7.49,0,0,0
21Day,14.72,2.68,0,30.79,0,4.02,0,2.68,0,0,0,0,2.68,0,6.69,1.34,0,26.77,6.69,73.62,0,0,10.71,0,16.06,12.05,0,1.34,76.3,5.35,1.34,4.02,1.34,2.68,4.02,0,0,2.68
3Month,0,4.48,0.32,22.4,0.32,0,0.32,0.32,1.6,3.2,0,0,16.96,0.96,0.32,3.52,1.28,34.23,15.36,25.92,2.56,0,2.88,1.6,0.64,0.32,0.96,1.28,2.24,0.96,22.72,1.6,0,0,0,2.88,4.8,5.12
22Month,0,10.93,0.55,12.03,0,0,0,0.55,1.09,2.73,7.11,0,75.98,1.64,1.64,3.28,2.19,4.92,20.23,30.07,1.09,2.73,1.09,0,0.55,0.55,1.64,1.64,1.64,0,2.73,5.47,0,0,0.55,0,0,1.64
