stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,4.09,0,0,0,0,0,0,40.86,0,0,0,0,12.26,4.09,8.17,24.52,0,0,0,0,61.3,130.76,20.43,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,39.58,20.33,0,42.79,49.21,42.79,0,0,0,8.56,0,0,1.07,0,0,0,21.4,124.1,7.49,51.35,0,6.42,3.21,2.14,5481.61,207.54,21.4,14.98,0,108.05,0,2.14,54.56,6.42,7.49,6.42,0,0,0
21Day,32.12,6.69,1.34,84.33,30.79,69.6,6.69,0,0,33.46,0,0,8.03,2.68,28.11,12.05,16.06,129.84,16.06,120.47,0,0,17.4,0,2746.67,100.39,20.08,91.02,0,66.93,64.25,22.76,60.23,21.42,54.88,18.74,0,0,14.72
3Month,0.32,5.12,0.64,26.88,4.8,0,0,0.64,0.96,1.92,1.6,0,13.12,4.8,1.28,5.76,48.95,16.32,3.84,29.44,29.76,0.32,2.56,2.24,29.44,1.92,20.16,50.23,0,4.16,2.88,143.66,16.32,0,0,3.52,0.32,185.89,10.24
22Month,1.09,4.92,0.55,20.77,2.73,0,0,0,0.55,5.47,6.56,0,38.27,1.09,0.55,1.64,16.4,8.75,6.56,44.83,2.73,2.73,2.73,0.55,39.36,0,21.87,98.94,1.09,2.73,1.64,75.44,37.72,2.73,0,1.09,0.55,0,4.92
