stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,4.09,0,0,0,0,0,16.35,0,0,0,61.3,0,0,0,4.09,0,0,0,8.17,24.52,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,2.14,0,1.07,0,1.07,1.07,0,0,3.21,0,0,0,0,0,0,0
21Day,1.34,0,0,4.02,0,4.02,0,6.69,0,0,0,0,0,0,9.37,0,1.34,0,70.94,6.69,0,1.34,0,5.35,12.05,0,0,0,1.34,1.34,1.34,6.69,0,0,2.68
3Month,0.64,0.96,0.96,16,0,0,0.64,1.28,8,5.12,0,0,10.88,2.88,3.52,4.16,0.64,12.16,333.39,6.08,2.56,0,0.64,2.56,0.32,0.64,1.28,0,2.24,5.44,0,0,2.24,2.56,60.15
22Month,0.55,0.55,1.09,1.64,0.55,0,0,0.55,6.01,4.37,0.55,0,7.11,0.55,8.75,0,0.55,2.73,14.21,2.19,0,0.55,0,0,0,1.09,0.55,0,0.55,2.73,0,0,0,0,27.88
