stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,8.17,0,65.38,0,0,0,0,0,0,0,0,0,0,0,0,12.26,81.73,73.56,61.3,0,0,0,0,40.86,375.95,4.09,0,0,0,0,0,0,0,0,16.35,0,0,0
72hpf,8.56,0,0,9.63,0,28.88,0,1.07,0,0,0,0,1.07,0,1.07,0,7.49,35.3,1.07,10.7,0,1.07,0,0,44.93,12.84,0,0,4.28,0,0,0,0,0,0,1.07,0,0,0
21Day,4.02,0,0,24.09,1.34,12.05,0,14.72,0,0,2.68,0,4.02,2.68,9.37,1.34,4.02,12.05,6.69,2.68,0,0,1.34,0,2.68,2.68,0,0,2.68,0,0,0,0,0,1.34,2.68,0,0,1.34
3Month,10.88,27.52,7.68,378.18,2.88,0,10.56,13.12,0.64,29.76,240.92,0.32,1427.61,638.62,16.96,87.35,42.55,167.97,188.77,99.82,37.75,5.44,35.51,16.32,7.68,0.64,12.8,2.88,3.52,31.67,1.28,19.2,1.28,0,0,1.28,13.12,5.76,173.73
22Month,2.73,19.68,6.01,45.37,1.64,0,4.37,4.37,0,8.75,159.08,33.89,515.5,128.46,13.12,41.55,4.92,15.85,75.98,36.63,1.64,16.4,6.56,0,2.19,1.64,7.11,3.83,1.09,1.64,0,1.64,2.19,2.73,0,0,1.64,0,37.72
