stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,16.35,0,12.26,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,20.33,2.14,0,46,2.14,0,0,0,0,0,0,5.35,0,0,0,0,7.49,0,34.23,0,0,0,0,67.4,95.21,0,0,0,4.28,0,0,7.49,0,0,1.07,0,0,0
21Day,0,1.34,0,2.68,0,0,1.34,0,0,0,17.4,0,0,0,1.34,0,0,0,5.35,0,0,1.34,0,4.02,0,0,1.34,0,1.34,1.34,0,5.35,1.34,2.68,0,0,0,0
3Month,7.36,8,7.04,884.02,0,5.76,0.32,0.32,2.24,10.88,29.44,63.35,8.32,0.32,24.96,13.44,16.96,9.6,15.68,1.92,1.6,6.4,8,1.6,6.4,9.92,0.32,0,0.32,3.52,0.32,320.27,1.28,0,2.56,9.6,57.27,14.72
22Month,0,3.28,0,110.97,0,5.47,9.84,0,3.28,5.47,85.28,16.95,1.09,0,4.37,1.09,0.55,3.83,6.01,0,1.09,0,0,1.64,17.49,4.92,0,0.55,0,0,0,103.86,0.55,0,0,0,0,1.64
