stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,28.6,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,32.69,89.9,0,0,0,0,8.17,543.49,4.09,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,10.7,3.21,0,19.26,3.21,2.14,0,0,0,0,0,0,0,0,6.42,0,10.7,22.47,4.28,24.61,0,1.07,0,0,120.89,164.75,0,2.14,22.47,3.21,1.07,7.49,2.14,3.21,2.14,0,0,0
21Day,26.77,4.02,0,62.91,0,30.79,0,29.45,0,0,1.34,0,4.02,1.34,36.14,2.68,1.34,22.76,10.71,50.86,0,0,6.69,0,60.23,89.68,0,0,21.42,12.05,1.34,10.71,1.34,0,2.68,0,1.34,12.05
3Month,0.96,4.48,1.92,97.9,0,0,2.88,4.8,0.64,8,42.87,0,94.39,28.48,8.96,31.04,7.68,19.84,34.87,16.32,1.92,0.32,6.72,7.36,4.16,4.48,4.8,2.24,2.88,2.24,173.41,0.96,0,0,0,7.36,54.07,53.11
22Month,0,15.31,3.28,53.57,0,0,2.73,3.28,0.55,8.75,92.38,30.07,442.24,21.32,24.05,45.37,2.19,8.2,62.32,26.24,1.64,13.67,6.01,0.55,3.28,2.19,5.47,2.19,0.55,0.55,13.67,6.01,2.19,0,0,1.64,0,19.13
