stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,28.6,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,24.52,20.43,0,0,0,0,12.26,228.84,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,2.14,0,0,0,1.07,0,1.07,0,0,0,0,0,0,3.21,4.28,1.07,1.07,0,0,0,0,20.33,19.26,0,0,6.42,0,0,3.21,4.28,2.14,0,0,0
21Day,6.69,1.34,0,21.42,0,4.02,0,10.71,0,0,0,0,0,0,13.39,0,0,5.35,8.03,13.39,0,0,1.34,0,5.35,12.05,0,0,6.69,1.34,1.34,5.35,0,2.68,0,0,5.35
3Month,0,2.56,0.32,10.88,0.32,0,0.32,1.28,3.2,4.48,0,0,9.92,2.24,2.88,12.8,1.28,2.88,4.48,8.96,2.24,0,0.96,0.64,1.92,0,0.96,1.28,0.96,0,14.4,0.64,0,0,1.28,4.16,13.12
22Month,0,2.73,1.09,4.37,0,0,0,0.55,1.09,5.47,0.55,0,53.03,3.28,3.83,30.61,0,1.09,4.37,4.92,0.55,2.19,1.09,0,1.09,0,1.64,2.73,0.55,0,7.65,0.55,0,0,0,0,1.09
