stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,4.09,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,31.02,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,5.35,37.44,1.07,3.21,0,0,0,0,6.42,6.42,0,0,0,0,1.07,0,1.07,0,1.07,0,0,0
21Day,0,2.68,0,0,0,1.34,0,0,0,0,0,0,0,8.03,0,5.35,4.02,6.69,0,0,0,0,2.68,8.03,0,0,0,2.68,1.34,9.37,0,0,2.68,0,0,0
3Month,0.64,2.88,0.64,11.52,0,0,0.32,2.24,5.12,0,11.84,4.48,1.28,6.08,0.64,2.24,17.28,16.64,0.64,0,0.96,0.64,1.6,1.28,10.24,0.32,0,0.32,2.56,280.6,0.96,0,1.6,2.24,48.63,1.92
22Month,0,3.83,3.28,8.75,1.64,0,0.55,0,8.75,3.28,53.57,1.09,1.64,7.65,1.09,0.55,8.2,32.8,0.55,2.19,0.55,0.55,2.19,0,18.04,0,3.83,0.55,0.55,103.86,2.73,0.55,2.73,0,0,2.19
