stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,343.26,8.17,0,4.09,0,0,49.04,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,3.21,0,0,0,1.07,0,1.07,0,0,7.49,0,0,0,4.28,0,0,5.35,32.09,4.28,0,0,1.07,0,29.95,3.21,0,3.21,0,4.28,0,0,0,1.07,0,0,0,0,0
21Day,2.68,0,0,28.11,0,9.37,0,1.34,0,0,42.83,0,0,13.39,68.27,1.34,1.34,41.49,74.96,18.74,0,0,2.68,0,37.48,4.02,0,1.34,0,2.68,4.02,0,0,0,0,1.34,0,0,40.16
3Month,1.6,9.28,0.96,38.39,0,0,3.52,1.6,0.32,5.44,429.37,0,37.11,443.13,19.84,18.88,2.56,9.92,382.34,44.79,16.32,0.32,7.68,1.6,2.88,0.96,2.56,6.72,0,15.04,8.32,1.92,7.04,1.92,0.32,0,27.2,7.68,147.5
22Month,1.09,12.03,6.01,22.96,1.09,0,15.31,1.09,0,2.73,768.05,7.65,143.22,192.42,35.53,22.41,1.64,6.01,407.26,46.47,2.19,6.01,4.92,0,4.37,0,3.28,12.57,2.19,6.56,2.19,0,4.37,2.73,2.19,0,1.64,0,76.53
