stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,0,208.41,175.72,0,0,0,0,486.28,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,3.21,0,1.07,2.14,2.14,0,0,0,6.42,0,0,0,4.28,0,9.63,3.21,8.56,39.58,0,0,0,0,23.54,12.84,0,0,0,17.12,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,26.77,0,4.02,0,1.34,0,6.69,1.34,0,5.35,5.35,24.09,4.02,2.68,9.37,28.11,0,0,0,0,2.68,1.34,1.34,1.34,0,2.68,1.34,0,8.03,2.68,0,0,0,0,1.34
3Month,0.64,9.92,12.48,221.4,0,0,6.72,1.28,127.98,203.17,0.32,540.39,119.34,12.16,851.71,14.72,24.32,131.5,31.04,6.4,0.64,37.75,13.12,8.32,0.32,25.28,0.96,0,0.32,12.48,0.64,45.75,0,0,0.32,8.32,18.56,89.59
22Month,1.64,30.61,27.88,146.5,0,0,8.2,1.64,86.92,467.39,273.87,1594.04,123.54,34.99,1176.95,5.47,24.05,221.4,53.57,1.09,31.71,30.07,1.64,3.83,0,22.96,4.92,1.64,0.55,8.2,0,106.6,3.83,1.09,0.55,1.09,0,50.84
