stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,1.07,12.84,0,2.14,0,1.07,0,0,3.21,3.21,0,0,0,3.21,0,0,0,0,0,0,0
21Day,1.34,0,0,17.4,1.34,0,0,0,0,0,0,1.34,0,4.02,1.34,0,17.4,2.68,1.34,0,0,0,0,4.02,1.34,0,0,0,0,0,0,0,0,0,0,1.34
3Month,0,1.6,1.92,36.15,0,0.96,0,0.32,8.64,6.72,0,38.39,8.96,0.64,43.51,2.24,3.52,12.8,3.52,0.96,0,3.2,2.24,0.64,0,2.88,1.28,0,0,1.28,4.8,0.32,0,2.24,0.64,16.64
22Month,0,6.01,6.56,44.28,0,1.09,2.19,0,17.49,27.33,2.19,130.1,10.93,6.01,113.16,2.19,7.11,18.59,8.2,0,2.19,6.56,0,0.55,0,3.83,1.09,1.09,0,0,4.37,1.64,0.55,1.09,0,14.76
