stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,98.07,0,102.16,0,0,0,0,0,0,0,20.43,0,0,0,0,0,12.26,12.26,645.65,0,0,0,0,147.11,1822.54,0,0,269.7,0,0,4.09,0,0,4.09,0,0,0
72hpf,246.05,97.35,0,47.07,49.21,44.93,0,1.07,0,1.07,0,0,0,0,4.28,0,19.26,109.12,18.19,423.64,0,3.21,3.21,0,5903.11,697.5,4.28,59.91,1312.63,3.21,3.21,232.14,8.56,4.28,47.07,0,0,0
21Day,218.18,22.76,6.69,46.85,21.42,30.79,0,2.68,1.34,0,0,0,8.03,0,9.37,2.68,2.68,76.3,87,587.62,0,0,24.09,0,1380.03,212.83,5.35,8.03,384.16,54.88,4.02,40.16,13.39,20.08,25.43,4.02,0,9.37
3Month,2.24,68.15,0.32,17.92,0.96,0,0.32,0.96,0.32,2.56,0,0,13.44,4.16,0,5.44,0.64,5.44,69.11,27.2,11.2,0,1.92,0.96,38.39,3.2,2.88,1.28,1.28,1.28,70.39,0,0,0,0.96,7.68,8,1.92
22Month,2.73,78.72,0,8.75,0.55,0,1.09,0,1.64,4.37,2.19,0,55.76,5.47,0,5.47,0,4.37,41,28.97,3.28,1.64,4.37,0,22.41,4.92,4.37,3.28,1.09,0.55,65.05,1.09,1.09,0,1.09,0.55,0,1.09
