stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Granulocyte,Hepatocyte,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,4.09,4.09,0,4.09,28.6,4.09,0,0,0,0
72hpf,1.07,1.07,0,0,0,0,5.35,0,0,0,8.56,4.28,5.35,0,1.07,0,0
21Day,0,0,1.34,0,0,0,1.34,0,4.02,0,0,0,2.68,0,0,0,0
3Month,0,0.64,0.64,0,0.32,0.64,1.28,0.64,0,0.32,0.64,0,0,0.96,0,1.28,0.32
22Month,0,0,0.55,0.55,1.09,0,0,0,0.55,0,0,0,0,1.64,0,0,0
