stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,16.35,12.26,8.17,0,0,0,0,16.35,110.33,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,5.35,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,24.61,0,1.07,0,0,8.56,20.33,1.07,0,0,18.19,0,3.21,7.49,0,0,0,0,0
21Day,1.34,0,0,5.35,1.34,0,0,0,0,0,0,0,0,0,0,1.34,0,1.34,0,0,28.11,0,0,0,0,6.69,5.35,0,0,0,4.02,0,2.68,0,0,0,0,0,1.34
3Month,0.96,4.48,3.2,19.84,0,0,0.64,1.28,0,3.52,3.2,0,0,201.25,5.44,0.96,5.76,1.28,5.76,4.16,33.27,2.24,0.32,2.56,2.56,1.6,0.32,1.92,0.32,0,0.96,1.6,79.67,0.64,0,1.28,1.6,3.84,2.88
22Month,0.55,38.27,6.56,45.92,1.64,0,3.83,0,0.55,3.83,10.39,18.04,0,651.07,5.47,1.64,22.41,1.09,5.47,10.93,57.4,1.09,47.56,2.73,0,2.73,1.64,9.84,0,77.62,0,1.64,123,2.73,1.64,2.19,3.28,0,3.83
